Sector,Fila,Columna,Distancia
12,38,41,8790.5933
12,38,42,8883.1477
12,38,43,8981.0304
12,38,44,9084.0692
12,39,0,10567.8832
12,39,1,10425.4796
12,39,2,10286.5887
12,39,3,10151.3546
12,39,4,10019.9255
12,39,5,9892.4529
12,39,6,9769.0919
12,39,7,9650.0
12,39,8,9535.3372
12,39,9,9425.2652
12,39,10,9319.9467
12,39,11,9219.5445
12,39,12,9124.2209
12,39,13,9034.1366
12,39,14,8949.4501
12,39,15,8870.3157
12,39,16,8796.8833
12,39,17,8729.2969
12,39,18,8667.6932
12,39,19,8612.2006
12,39,20,8562.9379
12,39,21,8520.0132
12,39,22,8483.5226
12,39,23,8453.5496
12,39,24,8430.1635
12,39,25,8413.4193
12,39,26,8403.3568
12,39,27,8400.0
12,39,28,8403.3568
12,39,29,8413.4193
12,39,30,8430.1635
12,39,31,8453.5496
12,39,32,8483.5226
12,39,33,8520.0132
12,39,34,8562.9379
12,39,35,8612.2006
12,39,36,8667.6932
12,39,37,8729.2969
12,39,38,8796.8833
12,39,39,8870.3157
12,39,40,8949.4501
12,39,41,9034.1366
12,39,42,9124.2209
12,39,43,9219.5445
12,39,44,9319.9467
12,40,0,10777.7114
12,40,1,10638.1169
12,40,2,10502.0385
12,40,3,10369.6146
12,40,4,10240.9869
12,40,5,10116.3003
12,40,6,9995.7022
12,40,7,9879.3424
12,40,8,9767.3723
12,40,9,9659.9447
12,40,10,9557.2126
12,40,11,9459.3291
12,40,12,9366.4461
12,40,13,9278.7139
12,40,14,9196.2798
12,40,15,9119.2876
12,40,16,9047.8761
12,40,17,8982.1785
12,40,18,8922.321
12,40,19,8868.4219
12,40,20,8820.5903
12,40,21,8778.9254
12,40,22,8743.5155
12,40,23,8714.4367
12,40,24,8691.7526
12,40,25,8675.5133
12,40,26,8665.7552
12,40,27,8662.5
12,40,28,8665.7552
12,40,29,8675.5133
12,40,30,8691.7526
12,40,31,8714.4367
12,40,32,8743.5155
12,40,33,8778.9254
12,40,34,8820.5903
12,40,35,8868.4219
12,40,36,8922.321
12,40,37,8982.1785
12,40,38,9047.8761
12,40,39,9119.2876
12,40,40,9196.2798
12,40,41,9278.7139
12,40,42,9366.4461
12,40,43,9459.3291
12,40,44,9557.2126
12,41,0,10989.8035
12,41,1,10852.9374
12,41,2,10719.5863
12,41,3,10589.8831
12,41,4,10463.9635
12,41,5,10341.9655
12,41,6,10224.0296
12,41,7,10110.298
12,41,8,10000.914
12,41,9,9896.0219
12,41,10,9795.766
12,41,11,9700.2899
12,41,12,9609.7363
12,41,13,9524.2454
12,41,14,9443.9547
12,41,15,9368.9981
12,41,16,9299.5044
12,41,17,9235.5969
12,41,18,9177.3924
12,41,19,9125.0
12,41,20,9078.5203
12,41,21,9038.0446
12,41,22,9003.6538
12,41,23,8975.4178
12,41,24,8953.395
12,41,25,8937.6311
12,41,26,8928.1595
12,41,27,8925.0
12,41,28,8928.1595
12,41,29,8937.6311
12,41,30,8953.395
12,41,31,8975.4178
12,41,32,9003.6538
12,41,33,9038.0446
12,41,34,9078.5203
12,41,35,9125.0
12,41,36,9177.3924
12,41,37,9235.5969
12,41,38,9299.5044
12,41,39,9368.9981
12,41,40,9443.9547
12,41,41,9524.2454
12,41,42,9609.7363
12,41,43,9700.2899
12,41,44,9795.766
12,42,0,11204.0311
12,42,1,11069.814
12,42,2,10939.107
12,42,3,10812.0376
12,42,4,10688.7353
12,42,5,10569.3321
12,42,6,10453.9616
12,42,7,10342.7586
12,42,8,10235.8591
12,42,9,10133.3993
12,42,10,10035.5151
12,42,11,9942.3416
12,42,12,9854.0125
12,42,13,9770.6592
12,42,14,9692.41
12,42,15,9619.3896
12,42,16,9551.7178
12,42,17,9489.509
12,42,18,9432.8714
12,42,19,9381.9058
12,42,20,9336.7051
12,42,21,9297.3535
12,42,22,9263.9253
12,42,23,9236.4851
12,42,24,9215.0861
12,42,25,9199.7707
12,42,26,9190.5692
12,42,27,9187.5
12,42,28,9190.5692
12,42,29,9199.7707
12,42,30,9215.0861
12,42,31,9236.4851
12,42,32,9263.9253
12,42,33,9297.3535
12,42,34,9336.7051
12,42,35,9381.9058
12,42,36,9432.8714
12,42,37,9489.509
12,42,38,9551.7178
12,42,39,9619.3896
12,42,40,9692.41
12,42,41,9770.6592
12,42,42,9854.0125
12,42,43,9942.3416
12,42,44,10035.5151
12,43,0,11420.2739
12,43,1,11288.6281
12,43,2,11160.4841
12,43,3,11035.9639
12,43,4,10915.1915
12,43,5,10798.2927
12,43,6,10685.3945
12,43,7,10576.6252
12,43,8,10472.1133
12,43,9,10371.9875
12,43,10,10276.3761
12,43,11,10185.4062
12,43,12,10099.2032
12,43,13,10017.8902
12,43,14,9941.5872
12,43,15,9870.4103
12,43,16,9804.4712
12,43,17,9743.8763
12,43,18,9688.7257
12,43,19,9639.113
12,43,20,9595.1241
12,43,21,9556.8366
12,43,22,9524.3192
12,43,23,9497.6313
12,43,24,9476.8221
12,43,25,9461.9303
12,43,26,9452.984
12,43,27,9450.0
12,43,28,9452.984
12,43,29,9461.9303
12,43,30,9476.8221
12,43,31,9497.6313
12,43,32,9524.3192
12,43,33,9556.8366
12,43,34,9595.1241
12,43,35,9639.113
12,43,36,9688.7257
12,43,37,9743.8763
12,43,38,9804.4712
12,43,39,9870.4103
12,43,40,9941.5872
12,43,41,10017.8902
12,43,42,10099.2032
12,43,43,10185.4062
12,43,44,10276.3761
12,44,0,11638.4197
12,44,1,11509.2694
12,44,2,11383.6094
12,44,3,11261.5566
12,44,4,11143.2294
12,44,5,11028.7479
12,44,6,10918.233
12,44,7,10811.8063
12,44,8,10709.5897
12,44,9,10611.7049
12,44,10,10518.2728
12,44,11,10429.413
12,44,12,10345.2435
12,44,13,10265.8795
12,44,14,10191.4333
12,44,15,10122.0134
12,44,16,10057.724
12,44,17,9998.664
12,44,18,9944.9265
12,44,19,9896.5982
12,44,20,9853.7588
12,44,21,9816.4801
12,44,22,9784.8256
12,44,23,9758.8501
12,44,24,9738.5991
12,44,25,9724.1082
12,44,26,9715.4034
12,44,27,9712.5
12,44,28,9715.4034
12,44,29,9724.1082
12,44,30,9738.5991
12,44,31,9758.8501
12,44,32,9784.8256
12,44,33,9816.4801
12,44,34,9853.7588
12,44,35,9896.5982
12,44,36,9944.9265
12,44,37,9998.664
12,44,38,10057.724
12,44,39,10122.0134
12,44,40,10191.4333
12,44,41,10265.8795
12,44,42,10345.2435
12,44,43,10429.413
12,44,44,10518.2728
13,0,0,3887.6809
13,0,1,3701.8787
13,0,2,3522.2951
13,0,3,3349.93
13,0,4,3185.9555
13,0,5,3031.7332
13,0,6,2888.8255
13,0,7,2758.991
13,0,8,2644.1563
13,0,9,2546.3516
13,0,10,2467.6026
13,0,11,2409.7783
13,0,12,2374.4078
13,0,13,2362.5
13,0,14,2374.4078
13,0,15,2409.7783
13,0,16,2467.6026
13,0,17,2546.3516
13,0,18,2644.1563
13,0,19,2758.991
13,0,20,2888.8255
13,0,21,3031.7332
13,0,22,3185.9555
13,0,23,3349.93
13,0,24,3522.2951
13,0,25,3701.8787
13,0,26,3887.6809
13,0,27,4078.8517
13,0,28,4274.671
13,0,29,4474.5286
13,0,30,4677.9069
13,0,31,4884.366
13,0,32,5093.5314
13,0,33,5305.0831
13,0,34,5518.7465
13,0,35,5734.2856
13,0,36,5951.4967
13,0,37,6170.2031
13,0,38,6390.2514
13,0,39,6611.5075
13,0,40,6833.8541
13,0,41,7057.1883
13,0,42,7281.419
13,0,43,7506.466
13,0,44,7732.2579
13,1,0,3733.9866
13,1,1,3540.1271
13,1,2,3351.8885
13,1,3,3170.2721
13,1,4,2996.4823
13,1,5,2831.9605
13,1,6,2678.4149
13,1,7,2537.8386
13,1,8,2412.5
13,1,9,2304.8861
13,1,10,2217.5789
13,1,11,2153.0502
13,1,12,2113.3874
13,1,13,2100.0
13,1,14,2113.3874
13,1,15,2153.0502
13,1,16,2217.5789
13,1,17,2304.8861
13,1,18,2412.5
13,1,19,2537.8386
13,1,20,2678.4149
13,1,21,2831.9605
13,1,22,2996.4823
13,1,23,3170.2721
13,1,24,3351.8885
13,1,25,3540.1271
13,1,26,3733.9866
13,1,27,3932.6359
13,1,28,4135.3847
13,1,29,4341.6587
13,1,30,4550.9786
13,1,31,4762.9429
13,1,32,4977.2137
13,1,33,5193.5056
13,1,34,5411.5761
13,1,35,5631.2188
13,1,36,5852.2565
13,1,37,6074.537
13,1,38,6297.9287
13,1,39,6522.3175
13,1,40,6747.6037
13,1,41,6973.7006
13,1,42,7200.5317
13,1,43,7428.0297
13,1,44,7656.1352
13,2,0,3592.9184
13,2,1,3391.0037
13,2,2,3193.9885
13,2,3,3002.8372
13,2,4,2818.7431
13,2,5,2643.1811
13,2,6,2477.9654
13,2,7,2325.3024
13,2,8,2187.8214
13,2,9,2068.5517
13,2,10,1970.8025
13,2,11,1897.9018
13,2,12,1852.7851
13,2,13,1837.5
13,2,14,1852.7851
13,2,15,1897.9018
13,2,16,1970.8025
13,2,17,2068.5517
13,2,18,2187.8214
13,2,19,2325.3024
13,2,20,2477.9654
13,2,21,2643.1811
13,2,22,2818.7431
13,2,23,3002.8372
13,2,24,3193.9885
13,2,25,3391.0037
13,2,26,3592.9184
13,2,27,3798.9513
13,2,28,4008.4676
13,2,29,4220.9485
13,2,30,4435.968
13,2,31,4653.1743
13,2,32,4872.2749
13,2,33,5093.0253
13,2,34,5315.2199
13,2,35,5538.685
13,2,36,5763.2727
13,2,37,5988.8568
13,2,38,6215.3288
13,2,39,6442.5951
13,2,40,6670.5744
13,2,41,6899.1961
13,2,42,7128.3983
13,2,43,7358.1269
13,2,44,7588.334
13,3,0,3466.0181
13,3,1,3256.244
13,3,2,3050.5379
13,3,3,2849.7807
13,3,4,2655.0953
13,3,5,2467.9192
13,3,6,2290.0942
13,3,7,2123.9703
13,3,8,1972.5063
13,3,9,1839.3273
13,3,10,1728.6646
13,3,11,1645.0684
13,3,12,1592.8061
13,3,13,1575.0
13,3,14,1592.8061
13,3,15,1645.0684
13,3,16,1728.6646
13,3,17,1839.3273
13,3,18,1972.5063
13,3,19,2123.9703
13,3,20,2290.0942
13,3,21,2467.9192
13,3,22,2655.0953
13,3,23,2849.7807
13,3,24,3050.5379
13,3,25,3256.244
13,3,26,3466.0181
13,3,27,3679.1643
13,3,28,3895.1292
13,3,29,4113.4687
13,3,30,4333.8241
13,3,31,4555.9028
13,3,32,4779.4645
13,3,33,5004.3106
13,3,34,5230.2754
13,3,35,5457.22
13,3,36,5685.0269
13,3,37,5913.5966
13,3,38,6142.8439
13,3,39,6372.6957
13,3,40,6603.0888
13,3,41,6833.9685
13,3,42,7065.2871
13,3,43,7297.0028
13,3,44,7529.079
13,4,0,3354.8938
13,4,1,3137.6992
13,4,2,2923.6642
13,4,3,2713.5367
13,4,4,2508.2987
13,4,5,2309.2545
13,4,6,2118.1507
13,4,7,1937.3387
13,4,8,1769.9753
13,4,9,1620.2334
13,4,10,1493.4231
13,4,11,1395.8085
13,4,12,1333.815
13,4,13,1312.5
13,4,14,1333.815
13,4,15,1395.8085
13,4,16,1493.4231
13,4,17,1620.2334
13,4,18,1769.9753
13,4,19,1937.3387
13,4,20,2118.1507
13,4,21,2309.2545
13,4,22,2508.2987
13,4,23,2713.5367
13,4,24,2923.6642
13,4,25,3137.6992
13,4,26,3354.8938
13,4,27,3574.6722
13,4,28,3796.5856
13,4,29,4020.2806
13,4,30,4245.4755
13,4,31,4471.9438
13,4,32,4699.5013
13,4,33,4927.9972
13,4,34,5157.3067
13,4,35,5387.326
13,4,36,5617.9678
13,4,37,5849.1586
13,4,38,6080.8357
13,4,39,6312.9455
13,4,40,6545.4421
13,4,41,6778.2856
13,4,42,7011.4415
13,4,43,7244.8797
13,4,44,7478.5736
13,5,0,3261.1587
13,5,1,3037.2685
13,5,2,2815.6094
13,5,3,2596.7528
13,5,4,2381.4714
13,5,5,2170.8293
13,5,6,1966.3179
13,5,7,1770.0636
13,5,8,1585.136
13,5,9,1415.9802
13,5,10,1268.9193
13,5,11,1152.4431
13,5,12,1076.5251
13,5,13,1050.0
13,5,14,1076.5251
13,5,15,1152.4431
13,5,16,1268.9193
13,5,17,1415.9802
13,5,18,1585.136
13,5,19,1770.0636
13,5,20,1966.3179
13,5,21,2170.8293
13,5,22,2381.4714
13,5,23,2596.7528
13,5,24,2815.6094
13,5,25,3037.2685
13,5,26,3261.1587
13,5,27,3486.8503
13,5,28,3714.0148
13,5,29,3942.3977
13,5,30,4171.7989
13,5,31,4402.0592
13,5,32,4633.0504
13,5,33,4864.6685
13,5,34,5096.8281
13,5,35,5329.4582
13,5,36,5562.5
13,5,37,5795.9037
13,5,38,6029.6274
13,5,39,6263.6351
13,5,40,6497.8963
13,5,41,6732.3844
13,5,42,6967.0766
13,5,43,7201.9529
13,5,44,7436.9958
13,6,0,3186.3478
13,6,1,2956.7983
13,6,2,2728.61
13,6,3,2502.1553
13,6,4,2277.9514
13,6,5,2056.7344
13,6,6,1839.5822
13,6,7,1628.122
13,6,8,1424.8903
13,6,9,1233.9596
13,6,10,1061.9852
13,6,11,919.6637
13,6,12,822.5342
13,6,13,787.5
13,6,14,822.5342
13,6,15,919.6637
13,6,16,1061.9852
13,6,17,1233.9596
13,6,18,1424.8903
13,6,19,1628.122
13,6,20,1839.5822
13,6,21,2056.7344
13,6,22,2277.9514
13,6,23,2502.1553
13,6,24,2728.61
13,6,25,2956.7983
13,6,26,3186.3478
13,6,27,3416.9842
13,6,28,3648.5014
13,6,29,3880.7417
13,6,30,4113.5827
13,6,31,4346.9278
13,6,32,4580.7
13,6,33,4814.8371
13,6,34,5049.2883
13,6,35,5284.0119
13,6,36,5518.973
13,6,37,5754.1425
13,6,38,5989.496
13,6,39,6225.0126
13,6,40,6460.6743
13,6,41,6696.466
13,6,42,6932.3742
13,6,43,7168.3876
13,6,44,7404.4961
13,7,0,3131.8176
13,7,1,2897.9519
13,7,2,2664.7291
13,7,3,2432.3343
13,7,4,2201.0296
13,7,5,1971.1989
13,7,6,1743.4251
13,7,7,1518.6343
13,7,8,1298.3764
13,7,9,1085.4147
13,7,10,885.0318
13,7,11,707.9901
13,7,12,576.2215
13,7,13,525.0
13,7,14,576.2215
13,7,15,707.9901
13,7,16,885.0318
13,7,17,1085.4147
13,7,18,1298.3764
13,7,19,1518.6343
13,7,20,1743.4251
13,7,21,1971.1989
13,7,22,2201.0296
13,7,23,2432.3343
13,7,24,2664.7291
13,7,25,2897.9519
13,7,26,3131.8176
13,7,27,3366.1922
13,7,28,3600.9764
13,7,29,3836.095
13,7,30,4071.4901
13,7,31,4307.1162
13,7,32,4542.9375
13,7,33,4778.9251
13,7,34,5015.0555
13,7,35,5251.3094
13,7,36,5487.6708
13,7,37,5724.1266
13,7,38,5960.6653
13,7,39,6197.2776
13,7,40,6433.9553
13,7,41,6670.6915
13,7,42,6907.4801
13,7,43,7144.3159
13,7,44,7381.1944
13,8,0,3098.6388
13,8,1,2862.0633
13,8,2,2625.6547
13,8,3,2389.4625
13,8,4,2153.5581
13,8,5,1918.0475
13,8,6,1683.0961
13,8,7,1448.9759
13,8,8,1216.1671
13,8,9,985.5994
13,8,10,759.3171
13,8,11,542.7073
13,8,12,353.9951
13,8,13,262.5
13,8,14,353.9951
13,8,15,542.7073
13,8,16,759.3171
13,8,17,985.5994
13,8,18,1216.1671
13,8,19,1448.9759
13,8,20,1683.0961
13,8,21,1918.0475
13,8,22,2153.5581
13,8,23,2389.4625
13,8,24,2625.6547
13,8,25,2862.0633
13,8,26,3098.6388
13,8,27,3335.3457
13,8,28,3572.158
13,8,29,3809.0558
13,8,30,4046.0243
13,8,31,4283.0516
13,8,32,4520.1286
13,8,33,4757.2478
13,8,34,4994.4031
13,8,35,5231.5897
13,8,36,5468.8036
13,8,37,5706.0412
13,8,38,5943.2998
13,8,39,6180.5769
13,8,40,6417.8706
13,8,41,6655.1789
13,8,42,6892.5005
13,8,43,7129.8339
13,8,44,7367.1781
13,9,0,3087.5
13,9,1,2850.0
13,9,2,2612.5
13,9,3,2375.0
13,9,4,2137.5
13,9,5,1900.0
13,9,6,1662.5
13,9,7,1425.0
13,9,8,1187.5
13,9,9,950.0
13,9,10,712.5
13,9,11,475.0
13,9,12,237.5
13,9,13,0.0
13,9,14,237.5
13,9,15,475.0
13,9,16,712.5
13,9,17,950.0
13,9,18,1187.5
13,9,19,1425.0
13,9,20,1662.5
13,9,21,1900.0
13,9,22,2137.5
13,9,23,2375.0
13,9,24,2612.5
13,9,25,2850.0
13,9,26,3087.5
13,9,27,3325.0
13,9,28,3562.5
13,9,29,3800.0
13,9,30,4037.5
13,9,31,4275.0
13,9,32,4512.5
13,9,33,4750.0
13,9,34,4987.5
13,9,35,5225.0
13,9,36,5462.5
13,9,37,5700.0
13,9,38,5937.5
13,9,39,6175.0
13,9,40,6412.5
13,9,41,6650.0
13,9,42,6887.5
13,9,43,7125.0
13,9,44,7362.5
13,10,0,3098.6388
13,10,1,2862.0633
13,10,2,2625.6547
13,10,3,2389.4625
13,10,4,2153.5581
13,10,5,1918.0475
13,10,6,1683.0961
13,10,7,1448.9759
13,10,8,1216.1671
13,10,9,985.5994
13,10,10,759.3171
13,10,11,542.7073
13,10,12,353.9951
13,10,13,262.5
13,10,14,353.9951
13,10,15,542.7073
13,10,16,759.3171
13,10,17,985.5994
13,10,18,1216.1671
13,10,19,1448.9759
13,10,20,1683.0961
13,10,21,1918.0475
13,10,22,2153.5581
13,10,23,2389.4625
13,10,24,2625.6547
13,10,25,2862.0633
13,10,26,3098.6388
13,10,27,3335.3457
13,10,28,3572.158
13,10,29,3809.0558
13,10,30,4046.0243
13,10,31,4283.0516
13,10,32,4520.1286
13,10,33,4757.2478
13,10,34,4994.4031
13,10,35,5231.5897
13,10,36,5468.8036
13,10,37,5706.0412
13,10,38,5943.2998
13,10,39,6180.5769
13,10,40,6417.8706
13,10,41,6655.1789
13,10,42,6892.5005
13,10,43,7129.8339
13,10,44,7367.1781
13,11,0,3131.8176
13,11,1,2897.9519
13,11,2,2664.7291
13,11,3,2432.3343
13,11,4,2201.0296
13,11,5,1971.1989
13,11,6,1743.4251
13,11,7,1518.6343
13,11,8,1298.3764
13,11,9,1085.4147
13,11,10,885.0318
13,11,11,707.9901
13,11,12,576.2215
13,11,13,525.0
13,11,14,576.2215
13,11,15,707.9901
13,11,16,885.0318
13,11,17,1085.4147
13,11,18,1298.3764
13,11,19,1518.6343
13,11,20,1743.4251
13,11,21,1971.1989
13,11,22,2201.0296
13,11,23,2432.3343
13,11,24,2664.7291
13,11,25,2897.9519
13,11,26,3131.8176
13,11,27,3366.1922
13,11,28,3600.9764
13,11,29,3836.095
13,11,30,4071.4901
13,11,31,4307.1162
13,11,32,4542.9375
13,11,33,4778.9251
13,11,34,5015.0555
13,11,35,5251.3094
13,11,36,5487.6708
13,11,37,5724.1266
13,11,38,5960.6653
13,11,39,6197.2776
13,11,40,6433.9553
13,11,41,6670.6915
13,11,42,6907.4801
13,11,43,7144.3159
13,11,44,7381.1944
13,12,0,3186.3478
13,12,1,2956.7983
13,12,2,2728.61
13,12,3,2502.1553
13,12,4,2277.9514
13,12,5,2056.7344
13,12,6,1839.5822
13,12,7,1628.122
13,12,8,1424.8903
13,12,9,1233.9596
13,12,10,1061.9852
13,12,11,919.6637
13,12,12,822.5342
13,12,13,787.5
13,12,14,822.5342
13,12,15,919.6637
13,12,16,1061.9852
13,12,17,1233.9596
13,12,18,1424.8903
13,12,19,1628.122
13,12,20,1839.5822
13,12,21,2056.7344
13,12,22,2277.9514
13,12,23,2502.1553
13,12,24,2728.61
13,12,25,2956.7983
13,12,26,3186.3478
13,12,27,3416.9842
13,12,28,3648.5014
13,12,29,3880.7417
13,12,30,4113.5827
13,12,31,4346.9278
13,12,32,4580.7
13,12,33,4814.8371
13,12,34,5049.2883
13,12,35,5284.0119
13,12,36,5518.973
13,12,37,5754.1425
13,12,38,5989.496
13,12,39,6225.0126
13,12,40,6460.6743
13,12,41,6696.466
13,12,42,6932.3742
13,12,43,7168.3876
13,12,44,7404.4961
13,13,0,3261.1587
13,13,1,3037.2685
13,13,2,2815.6094
13,13,3,2596.7528
13,13,4,2381.4714
13,13,5,2170.8293
13,13,6,1966.3179
13,13,7,1770.0636
13,13,8,1585.136
13,13,9,1415.9802
13,13,10,1268.9193
13,13,11,1152.4431
13,13,12,1076.5251
13,13,13,1050.0
13,13,14,1076.5251
13,13,15,1152.4431
13,13,16,1268.9193
13,13,17,1415.9802
13,13,18,1585.136
13,13,19,1770.0636
13,13,20,1966.3179
13,13,21,2170.8293
13,13,22,2381.4714
13,13,23,2596.7528
13,13,24,2815.6094
13,13,25,3037.2685
13,13,26,3261.1587
13,13,27,3486.8503
13,13,28,3714.0148
13,13,29,3942.3977
13,13,30,4171.7989
13,13,31,4402.0592
13,13,32,4633.0504
13,13,33,4864.6685
13,13,34,5096.8281
13,13,35,5329.4582
13,13,36,5562.5
13,13,37,5795.9037
13,13,38,6029.6274
13,13,39,6263.6351
13,13,40,6497.8963
13,13,41,6732.3844
13,13,42,6967.0766
13,13,43,7201.9529
13,13,44,7436.9958
13,14,0,3354.8938
13,14,1,3137.6992
13,14,2,2923.6642
13,14,3,2713.5367
13,14,4,2508.2987
13,14,5,2309.2545
13,14,6,2118.1507
13,14,7,1937.3387
13,14,8,1769.9753
13,14,9,1620.2334
13,14,10,1493.4231
13,14,11,1395.8085
13,14,12,1333.815
13,14,13,1312.5
13,14,14,1333.815
13,14,15,1395.8085
13,14,16,1493.4231
13,14,17,1620.2334
13,14,18,1769.9753
13,14,19,1937.3387
13,14,20,2118.1507
13,14,21,2309.2545
13,14,22,2508.2987
13,14,23,2713.5367
13,14,24,2923.6642
13,14,25,3137.6992
13,14,26,3354.8938
13,14,27,3574.6722
13,14,28,3796.5856
13,14,29,4020.2806
13,14,30,4245.4755
13,14,31,4471.9438
13,14,32,4699.5013
13,14,33,4927.9972
13,14,34,5157.3067
13,14,35,5387.326
13,14,36,5617.9678
13,14,37,5849.1586
13,14,38,6080.8357
13,14,39,6312.9455
13,14,40,6545.4421
13,14,41,6778.2856
13,14,42,7011.4415
13,14,43,7244.8797
13,14,44,7478.5736
13,15,0,3466.0181
13,15,1,3256.244
13,15,2,3050.5379
13,15,3,2849.7807
13,15,4,2655.0953
13,15,5,2467.9192
13,15,6,2290.0942
13,15,7,2123.9703
13,15,8,1972.5063
13,15,9,1839.3273
13,15,10,1728.6646
13,15,11,1645.0684
13,15,12,1592.8061
13,15,13,1575.0
13,15,14,1592.8061
13,15,15,1645.0684
13,15,16,1728.6646
13,15,17,1839.3273
13,15,18,1972.5063
13,15,19,2123.9703
13,15,20,2290.0942
13,15,21,2467.9192
13,15,22,2655.0953
13,15,23,2849.7807
13,15,24,3050.5379
13,15,25,3256.244
13,15,26,3466.0181
13,15,27,3679.1643
13,15,28,3895.1292
13,15,29,4113.4687
13,15,30,4333.8241
13,15,31,4555.9028
13,15,32,4779.4645
13,15,33,5004.3106
13,15,34,5230.2754
13,15,35,5457.22
13,15,36,5685.0269
13,15,37,5913.5966
13,15,38,6142.8439
13,15,39,6372.6957
13,15,40,6603.0888
13,15,41,6833.9685
13,15,42,7065.2871
13,15,43,7297.0028
13,15,44,7529.079
13,16,0,3592.9184
13,16,1,3391.0037
13,16,2,3193.9885
13,16,3,3002.8372
13,16,4,2818.7431
13,16,5,2643.1811
13,16,6,2477.9654
13,16,7,2325.3024
13,16,8,2187.8214
13,16,9,2068.5517
13,16,10,1970.8025
13,16,11,1897.9018
13,16,12,1852.7851
13,16,13,1837.5
13,16,14,1852.7851
13,16,15,1897.9018
13,16,16,1970.8025
13,16,17,2068.5517
13,16,18,2187.8214
13,16,19,2325.3024
13,16,20,2477.9654
13,16,21,2643.1811
13,16,22,2818.7431
13,16,23,3002.8372
13,16,24,3193.9885
13,16,25,3391.0037
13,16,26,3592.9184
13,16,27,3798.9513
13,16,28,4008.4676
13,16,29,4220.9485
13,16,30,4435.968
13,16,31,4653.1743
13,16,32,4872.2749
13,16,33,5093.0253
13,16,34,5315.2199
13,16,35,5538.685
13,16,36,5763.2727
13,16,37,5988.8568
13,16,38,6215.3288
13,16,39,6442.5951
13,16,40,6670.5744
13,16,41,6899.1961
13,16,42,7128.3983
13,16,43,7358.1269
13,16,44,7588.334
13,17,0,3733.9866
13,17,1,3540.1271
13,17,2,3351.8885
13,17,3,3170.2721
13,17,4,2996.4823
13,17,5,2831.9605
13,17,6,2678.4149
13,17,7,2537.8386
13,17,8,2412.5
13,17,9,2304.8861
13,17,10,2217.5789
13,17,11,2153.0502
13,17,12,2113.3874
13,17,13,2100.0
13,17,14,2113.3874
13,17,15,2153.0502
13,17,16,2217.5789
13,17,17,2304.8861
13,17,18,2412.5
13,17,19,2537.8386
13,17,20,2678.4149
13,17,21,2831.9605
13,17,22,2996.4823
13,17,23,3170.2721
13,17,24,3351.8885
13,17,25,3540.1271
13,17,26,3733.9866
13,17,27,3932.6359
13,17,28,4135.3847
13,17,29,4341.6587
13,17,30,4550.9786
13,17,31,4762.9429
13,17,32,4977.2137
13,17,33,5193.5056
13,17,34,5411.5761
13,17,35,5631.2188
13,17,36,5852.2565
13,17,37,6074.537
13,17,38,6297.9287
13,17,39,6522.3175
13,17,40,6747.6037
13,17,41,6973.7006
13,17,42,7200.5317
13,17,43,7428.0297
13,17,44,7656.1352
13,18,0,3887.6809
13,18,1,3701.8787
13,18,2,3522.2951
13,18,3,3349.93
13,18,4,3185.9555
13,18,5,3031.7332
13,18,6,2888.8255
13,18,7,2758.991
13,18,8,2644.1563
13,18,9,2546.3516
13,18,10,2467.6026
13,18,11,2409.7783
13,18,12,2374.4078
13,18,13,2362.5
13,18,14,2374.4078
13,18,15,2409.7783
13,18,16,2467.6026
13,18,17,2546.3516
13,18,18,2644.1563
13,18,19,2758.991
13,18,20,2888.8255
13,18,21,3031.7332
13,18,22,3185.9555
13,18,23,3349.93
13,18,24,3522.2951
13,18,25,3701.8787
13,18,26,3887.6809
13,18,27,4078.8517
13,18,28,4274.671
13,18,29,4474.5286
13,18,30,4677.9069
13,18,31,4884.366
13,18,32,5093.5314
13,18,33,5305.0831
13,18,34,5518.7465
13,18,35,5734.2856
13,18,36,5951.4967
13,18,37,6170.2031
13,18,38,6390.2514
13,18,39,6611.5075
13,18,40,6833.8541
13,18,41,7057.1883
13,18,42,7281.419
13,18,43,7506.466
13,18,44,7732.2579
13,19,0,4052.5648
13,19,1,3874.6774
13,19,2,3703.4823
13,19,3,3539.9506
13,19,4,3385.1929
13,19,5,3240.4668
13,19,6,3107.1742
13,19,7,2986.8462
13,19,8,2881.1076
13,19,9,2791.6169
13,19,10,2719.9782
13,19,11,2667.63
13,19,12,2635.7221
13,19,13,2625.0
13,19,14,2635.7221
13,19,15,2667.63
13,19,16,2719.9782
13,19,17,2791.6169
13,19,18,2881.1076
13,19,19,2986.8462
13,19,20,3107.1742
13,19,21,3240.4668
13,19,22,3385.1929
13,19,23,3539.9506
13,19,24,3703.4823
13,19,25,3874.6774
13,19,26,4052.5648
13,19,27,4236.3015
13,19,28,4425.1589
13,19,29,4618.509
13,19,30,4815.8105
13,19,31,5016.5975
13,19,32,5220.4675
13,19,33,5427.0733
13,19,34,5636.114
13,19,35,5847.3284
13,19,36,6060.4894
13,19,37,6275.3984
13,19,38,6491.8819
13,19,39,6709.7876
13,19,40,6928.9813
13,19,41,7149.3444
13,19,42,7370.7721
13,19,43,7593.1713
13,19,44,7816.459
13,20,0,4227.3292
13,20,1,4057.1118
13,20,2,3893.9456
13,20,3,3738.754
13,20,4,3592.5705
13,20,5,3456.5382
13,20,6,3331.9007
13,20,7,3219.9816
13,20,8,3122.1487
