Sector,Fila,Columna,Distancia
0,8,32,4872.2749
0,8,33,5093.0253
0,8,34,5315.2199
0,8,35,5538.685
0,8,36,5763.2727
0,8,37,5988.8568
0,8,38,6215.3288
0,8,39,6442.5951
0,8,40,6670.5744
0,8,41,6899.1961
0,8,42,7128.3983
0,8,43,7358.1269
0,8,44,7588.334
0,9,0,3733.9866
0,9,1,3540.1271
0,9,2,3351.8885
0,9,3,3170.2721
0,9,4,2996.4823
0,9,5,2831.9605
0,9,6,2678.4149
0,9,7,2537.8386
0,9,8,2412.5
0,9,9,2304.8861
0,9,10,2217.5789
0,9,11,2153.0502
0,9,12,2113.3874
0,9,13,2100.0
0,9,14,2113.3874
0,9,15,2153.0502
0,9,16,2217.5789
0,9,17,2304.8861
0,9,18,2412.5
0,9,19,2537.8386
0,9,20,2678.4149
0,9,21,2831.9605
0,9,22,2996.4823
0,9,23,3170.2721
0,9,24,3351.8885
0,9,25,3540.1271
0,9,26,3733.9866
0,9,27,3932.6359
0,9,28,4135.3847
0,9,29,4341.6587
0,9,30,4550.9786
0,9,31,4762.9429
0,9,32,4977.2137
0,9,33,5193.5056
0,9,34,5411.5761
0,9,35,5631.2188
0,9,36,5852.2565
0,9,37,6074.537
0,9,38,6297.9287
0,9,39,6522.3175
0,9,40,6747.6037
0,9,41,6973.7006
0,9,42,7200.5317
0,9,43,7428.0297
0,9,44,7656.1352
0,10,0,3887.6809
0,10,1,3701.8787
0,10,2,3522.2951
0,10,3,3349.93
0,10,4,3185.9555
0,10,5,3031.7332
0,10,6,2888.8255
0,10,7,2758.991
0,10,8,2644.1563
0,10,9,2546.3516
0,10,10,2467.6026
0,10,11,2409.7783
0,10,12,2374.4078
0,10,13,2362.5
0,10,14,2374.4078
0,10,15,2409.7783
0,10,16,2467.6026
0,10,17,2546.3516
0,10,18,2644.1563
0,10,19,2758.991
0,10,20,2888.8255
0,10,21,3031.7332
0,10,22,3185.9555
0,10,23,3349.93
0,10,24,3522.2951
0,10,25,3701.8787
0,10,26,3887.6809
0,10,27,4078.8517
0,10,28,4274.671
0,10,29,4474.5286
0,10,30,4677.9069
0,10,31,4884.366
0,10,32,5093.5314
0,10,33,5305.0831
0,10,34,5518.7465
0,10,35,5734.2856
0,10,36,5951.4967
0,10,37,6170.2031
0,10,38,6390.2514
0,10,39,6611.5075
0,10,40,6833.8541
0,10,41,7057.1883
0,10,42,7281.419
0,10,43,7506.466
0,10,44,7732.2579
0,11,0,4052.5648
0,11,1,3874.6774
0,11,2,3703.4823
0,11,3,3539.9506
0,11,4,3385.1929
0,11,5,3240.4668
0,11,6,3107.1742
0,11,7,2986.8462
0,11,8,2881.1076
0,11,9,2791.6169
0,11,10,2719.9782
0,11,11,2667.63
0,11,12,2635.7221
0,11,13,2625.0
0,11,14,2635.7221
0,11,15,2667.63
0,11,16,2719.9782
0,11,17,2791.6169
0,11,18,2881.1076
0,11,19,2986.8462
0,11,20,3107.1742
0,11,21,3240.4668
0,11,22,3385.1929
0,11,23,3539.9506
0,11,24,3703.4823
0,11,25,3874.6774
0,11,26,4052.5648
0,11,27,4236.3015
0,11,28,4425.1589
0,11,29,4618.509
0,11,30,4815.8105
0,11,31,5016.5975
0,11,32,5220.4675
0,11,33,5427.0733
0,11,34,5636.114
0,11,35,5847.3284
0,11,36,6060.4894
0,11,37,6275.3984
0,11,38,6491.8819
0,11,39,6709.7876
0,11,40,6928.9813
0,11,41,7149.3444
0,11,42,7370.7721
0,11,43,7593.1713
0,11,44,7816.459
0,12,0,4227.3292
0,12,1,4057.1118
0,12,2,3893.9456
0,12,3,3738.754
0,12,4,3592.5705
0,12,5,3456.5382
0,12,6,3331.9007
0,12,7,3219.9816
0,12,8,3122.1487
0,12,9,3039.7625
0,12,10,2974.107
0,12,11,2926.3085
0,12,12,2897.2509
0,12,13,2887.5
0,12,14,2897.2509
0,12,15,2926.3085
0,12,16,2974.107
0,12,17,3039.7625
0,12,18,3122.1487
0,12,19,3219.9816
0,12,20,3331.9007
0,12,21,3456.5382
0,12,22,3592.5705
0,12,23,3738.754
0,12,24,3893.9456
0,12,25,4057.1118
0,12,26,4227.3292
0,12,27,4403.7803
0,12,28,4585.7456
0,12,29,4772.5943
0,12,30,4963.775
0,12,31,5158.8062
0,12,32,5357.2673
0,12,33,5558.7909
0,12,34,5763.0558
0,12,35,5969.7807
0,12,36,6178.7185
0,12,37,6389.6523
0,12,38,6602.3907
0,12,39,6816.7647
0,12,40,7032.6249
0,12,41,7249.8384
0,12,42,7468.2871
0,12,43,7687.8658
0,12,44,7908.4804
0,13,0,4410.8
0,13,1,4247.9407
0,13,2,4092.39
0,13,3,3945.0127
0,13,4,3806.758
0,13,5,3678.6546
0,13,6,3561.7982
0,13,7,3457.3292
0,13,8,3366.4011
0,13,9,3290.1368
0,13,10,3229.5752
0,13,11,3185.6122
0,13,12,3158.9407
0,13,13,3150.0
0,13,14,3158.9407
0,13,15,3185.6122
0,13,16,3229.5752
0,13,17,3290.1368
0,13,18,3366.4011
0,13,19,3457.3292
0,13,20,3561.7982
0,13,21,3678.6546
0,13,22,3806.758
0,13,23,3945.0127
0,13,24,4092.39
0,13,25,4247.9407
0,13,26,4410.8
0,13,27,4580.1883
0,13,28,4755.4081
0,13,29,4935.8383
0,13,30,5120.9283
0,13,31,5310.1907
0,13,32,5503.1951
0,13,33,5699.5614
0,13,34,5898.9538
0,13,35,6101.0757
0,13,36,6305.6646
0,13,37,6512.488
0,13,38,6721.3396
0,13,39,6932.0361
0,13,40,7144.4143
0,13,41,7358.3286
0,13,42,7573.6488
0,13,43,7790.2583
0,13,44,8008.0526
0,14,0,4601.9357
0,14,1,4446.0832
0,14,2,4297.7101
0,14,3,4157.6173
0,14,4,4026.6689
0,14,5,3905.785
0,14,6,3795.9271
0,14,7,3698.078
0,14,8,3613.2136
0,14,9,3542.2671
0,14,10,3486.0884
0,14,11,3445.4
0,14,12,3420.7547
0,14,13,3412.5
0,14,14,3420.7547
0,14,15,3445.4
0,14,16,3486.0884
0,14,17,3542.2671
0,14,18,3613.2136
0,14,19,3698.078
0,14,20,3795.9271
0,14,21,3905.785
0,14,22,4026.6689
0,14,23,4157.6173
0,14,24,4297.7101
0,14,25,4446.0832
0,14,26,4601.9357
0,14,27,4764.5337
0,14,28,4933.2102
0,14,29,5107.3629
0,14,30,5286.4508
0,14,31,5469.9891
0,14,32,5657.5447
0,14,33,5848.7312
0,14,34,6043.2038
0,14,35,6240.6555
0,14,36,6440.8123
0,14,37,6643.4296
0,14,38,6848.289
0,14,39,7055.1953
0,14,40,7263.9736
0,14,41,7474.467
0,14,42,7686.5345
0,14,43,7900.0494
0,14,44,8114.8976
0,15,0,4799.821
0,15,1,4650.6048
0,15,2,4508.9668
0,15,3,4375.6428
0,15,4,4251.4152
0,15,5,4137.1035
0,15,6,4033.5507
0,15,7,3941.605
0,15,8,3862.0954
0,15,9,3795.8036
0,15,10,3743.4317
0,15,11,3705.5701
0,15,12,3682.6663
0,15,13,3675.0
0,15,14,3682.6663
0,15,15,3705.5701
0,15,16,3743.4317
0,15,17,3795.8036
0,15,18,3862.0954
0,15,19,3941.605
0,15,20,4033.5507
0,15,21,4137.1035
0,15,22,4251.4152
0,15,23,4375.6428
0,15,24,4508.9668
0,15,25,4650.6048
0,15,26,4799.821
0,15,27,4955.9308
0,15,28,5118.3036
0,15,29,5286.3622
0,15,30,5459.5816
0,15,31,5637.4861
0,15,32,5819.6461
0,15,33,6005.6744
0,15,34,6195.2225
0,15,35,6387.977
0,15,36,6583.6564
0,15,37,6782.0074
0,15,38,6982.8025
0,15,39,7185.8368
0,15,40,7390.9256
0,15,41,7597.9027
0,15,42,7806.6178
0,15,43,8016.9352
0,15,44,8228.7321
0,16,0,5003.6549
0,16,1,4860.7002
0,16,2,4725.3637
0,16,3,4598.3183
0,16,4,4480.2692
0,16,5,4371.9454
0,16,6,4274.0862
0,16,7,4187.4254
0,16,8,4112.671
0,16,9,4050.4822
0,16,10,4001.4451
0,16,11,3966.0473
0,16,12,3944.6562
0,16,13,3937.5
0,16,14,3944.6562
0,16,15,3966.0473
0,16,16,4001.4451
0,16,17,4050.4822
0,16,18,4112.671
0,16,19,4187.4254
0,16,20,4274.0862
0,16,21,4371.9454
0,16,22,4480.2692
0,16,23,4598.3183
0,16,24,4725.3637
0,16,25,4860.7002
0,16,26,5003.6549
0,16,27,5153.594
0,16,28,5309.9258
0,16,29,5472.1025
0,16,30,5639.6199
0,16,31,5812.0161
0,16,32,5988.8699
0,16,33,6169.7979
0,16,34,6354.4522
0,16,35,6542.5172
0,16,36,6733.7072
0,16,37,6927.7634
0,16,38,7124.4517
0,16,39,7323.56
0,16,40,7524.8962
0,16,41,7728.2861
0,16,42,7933.5719
0,16,43,8140.61
0,16,44,8349.2702
0,17,0,5212.7398
0,17,1,5075.6773
0,17,2,4946.2265
0,17,3,4825.0
0,17,4,4712.6326
0,17,5,4609.7722
0,17,6,4517.0683
0,17,7,4435.1578
0,17,8,4364.6485
0,17,9,4306.1003
0,17,10,4260.0066
0,17,11,4226.7748
0,17,12,4206.7097
0,17,13,4200.0
0,17,14,4206.7097
0,17,15,4226.7748
0,17,16,4260.0066
0,17,17,4306.1003
0,17,18,4364.6485
0,17,19,4435.1578
0,17,20,4517.0683
0,17,21,4609.7722
0,17,22,4712.6326
0,17,23,4825.0
0,17,24,4946.2265
0,17,25,5075.6773
0,17,26,5212.7398
0,17,27,5356.8298
0,17,28,5507.3956
0,17,29,5663.9209
0,17,30,5825.9254
0,17,31,5992.9646
0,17,32,6164.6294
0,17,33,6340.5441
0,17,34,6520.3647
0,17,35,6703.7769
0,17,36,6890.4939
0,17,37,7080.2542
0,17,38,7272.8197
0,17,39,7467.9733
0,17,40,7665.5174
0,17,41,7865.2718
0,17,42,8067.0723
0,17,43,8270.7693
0,17,44,8476.2259
0,18,0,5426.4687
0,18,1,5294.9416
0,18,2,5170.9827
0,18,3,5055.149
0,18,4,4948.011
0,18,5,4850.145
0,18,6,4762.1227
0,18,7,4684.499
0,18,8,4617.7984
0,18,9,4562.5
0,18,10,4519.0223
0,18,11,4487.7089
0,18,12,4468.8156
0,18,13,4462.5
0,18,14,4468.8156
0,18,15,4487.7089
0,18,16,4519.0223
0,18,17,4562.5
0,18,18,4617.7984
0,18,19,4684.499
0,18,20,4762.1227
0,18,21,4850.145
0,18,22,4948.011
0,18,23,5055.149
0,18,24,5170.9827
0,18,25,5294.9416
0,18,26,5426.4687
0,18,27,5565.0275
0,18,28,5710.1062
0,18,29,5861.2205
0,18,30,6017.916
0,18,31,6179.7679
0,18,32,6346.3818
0,18,33,6517.3926
0,18,34,6692.4631
0,18,35,6871.2831
0,18,36,7053.5674
0,18,37,7239.0542
0,18,38,7427.5038
0,18,39,7618.6962
0,18,40,7812.43
0,18,41,8008.5209
0,18,42,8206.7998
0,18,43,8407.1119
0,18,44,8609.3154
0,19,0,5644.3141
0,19,1,5517.982
0,19,2,5399.1463
0,19,3,5288.3126
0,19,4,5185.9938
0,19,5,5092.7031
0,19,6,5008.9451
0,19,7,4935.2052
0,19,8,4871.9381
0,19,9,4819.5565
0,19,10,4778.4183
0,19,11,4748.8156
0,19,12,4730.9651
0,19,13,4725.0
0,19,14,4730.9651
0,19,15,4748.8156
0,19,16,4778.4183
0,19,17,4819.5565
0,19,18,4871.9381
0,19,19,4935.2052
0,19,20,5008.9451
0,19,21,5092.7031
0,19,22,5185.9938
0,19,23,5288.3126
0,19,24,5399.1463
0,19,25,5517.982
0,19,26,5644.3141
0,19,27,5777.6509
0,19,28,5917.519
0,19,29,6063.4664
0,19,30,6215.0649
0,19,31,6371.911
0,19,32,6533.627
0,19,33,6699.8601
0,19,34,6870.2825
0,19,35,7044.5901
0,19,36,7222.5017
0,19,37,7403.7575
0,19,38,7588.1178
0,19,39,7775.3617
0,19,40,7965.286
0,19,41,8157.7034
0,19,42,8352.4416
0,19,43,8549.3421
0,19,44,8748.2588
0,20,0,5865.8173
0,20,1,5744.3586
0,20,2,5630.3031
0,20,3,5524.1091
0,20,4,5426.2383
0,20,5,5337.1487
0,20,6,5257.2866
0,20,7,5187.0783
0,20,8,5126.9204
0,20,9,5077.1701
0,20,10,5038.1358
0,20,11,5010.068
0,20,12,4993.1516
0,20,13,4987.5
0,20,14,4993.1516
0,20,15,5010.068
0,20,16,5038.1358
0,20,17,5077.1701
0,20,18,5126.9204
0,20,19,5187.0783
0,20,20,5257.2866
0,20,21,5337.1487
0,20,22,5426.2383
0,20,23,5524.1091
0,20,24,5630.3031
0,20,25,5744.3586
0,20,26,5865.8173
0,20,27,5994.229
0,20,28,6129.1568
0,20,29,6270.1799
0,20,30,6416.8966
0,20,31,6568.9254
0,20,32,6725.9061
0,20,33,6887.5
0,20,34,7053.3901
0,20,35,7223.2805
0,20,36,7396.8955
0,20,37,7573.9789
0,20,38,7754.2932
0,20,39,7937.6181
0,20,40,8123.7499
0,20,41,8312.5
0,20,42,8503.6941
0,20,43,8697.1709
0,20,44,8892.7815
0,21,0,6090.5793
0,21,1,5973.6923
0,21,2,5864.0989
0,21,3,5762.2153
0,21,4,5668.4571
0,21,5,5583.2338
0,21,6,5506.9416
0,21,7,5439.9563
0,21,8,5382.6254
0,21,9,5335.2601
0,21,10,5298.1276
0,21,11,5271.4443
0,21,12,5255.3693
0,21,13,5250.0
0,21,14,5255.3693
0,21,15,5271.4443
0,21,16,5298.1276
0,21,17,5335.2601
0,21,18,5382.6254
0,21,19,5439.9563
0,21,20,5506.9416
0,21,21,5583.2338
0,21,22,5668.4571
0,21,23,5762.2153
0,21,24,5864.0989
0,21,25,5973.6923
0,21,26,6090.5793
0,21,27,6214.3483
0,21,28,6344.5966
0,21,29,6480.9336
0,21,30,6622.9832
0,21,31,6770.3859
0,21,32,6922.7997
0,21,33,7079.9011
0,21,34,7241.385
0,21,35,7406.9646
0,21,36,7576.3716
0,21,37,7749.3548
0,21,38,7925.6802
0,21,39,8105.1295
0,21,40,8287.5
0,21,41,8472.6029
0,21,42,8660.2631
0,21,43,8850.3178
0,21,44,9042.6161
0,22,0,6318.2523
0,22,1,6205.6552
0,22,2,6100.2305
0,22,3,6002.3563
0,22,4,5912.4075
0,22,5,5830.7509
0,22,6,5757.7394
0,22,7,5693.7054
0,22,8,5638.9549
0,22,9,5593.7605
0,22,10,5558.3552
0,22,11,5532.927
0,22,12,5517.6138
0,22,13,5512.5
0,22,14,5517.6138
0,22,15,5532.927
0,22,16,5558.3552
0,22,17,5593.7605
0,22,18,5638.9549
0,22,19,5693.7054
0,22,20,5757.7394
0,22,21,5830.7509
0,22,22,5912.4075
0,22,23,6002.3563
0,22,24,6100.2305
0,22,25,6205.6552
0,22,26,6318.2523
0,22,27,6437.6456
0,22,28,6563.4642
0,22,29,6695.3459
0,22,30,6832.9395
0,22,31,6975.9072
0,22,32,7123.9254
0,22,33,7276.6858
0,22,34,7433.8962
0,22,35,7595.2802
0,22,36,7760.5775
0,22,37,7929.5433
0,22,38,8101.9481
0,22,39,8277.577
0,22,40,8456.2292
0,22,41,8637.7171
0,22,42,8821.8656
0,22,43,9008.5116
0,22,44,9197.5031
0,23,0,6548.5328
0,23,1,6439.9631
0,23,2,6338.4368
0,23,3,6244.2974
0,23,4,6157.8837
0,23,5,6079.5251
0,23,6,6009.5367
0,23,7,5948.214
0,23,8,5895.8274
0,23,9,5852.6169
0,23,10,5818.7869
0,23,11,5794.5017
0,23,12,5779.8816
0,23,13,5775.0
0,23,14,5779.8816
0,23,15,5794.5017
0,23,16,5818.7869
0,23,17,5852.6169
0,23,18,5895.8274
0,23,19,5948.214
0,23,20,6009.5367
0,23,21,6079.5251
0,23,22,6157.8837
0,23,23,6244.2974
0,23,24,6338.4368
0,23,25,6439.9631
0,23,26,6548.5328
0,23,27,6663.8015
0,23,28,6785.4279
0,23,29,6913.0764
0,23,30,7046.4197
0,23,31,7185.1409
0,23,32,7328.9345
0,23,33,7477.5079
0,23,34,7630.582
0,23,35,7787.8912
0,23,36,7949.1843
0,23,37,8114.2236
0,23,38,8282.7852
0,23,39,8454.6585
0,23,40,8629.6455
0,23,41,8807.5607
0,23,42,8988.2302
0,23,43,9171.4912
0,23,44,9357.1914
0,24,0,6781.155
0,24,1,6676.3692
0,24,2,6578.4924
0,24,3,6487.8372
0,24,4,6404.7102
0,24,5,6329.408
0,24,6,6262.2131
0,24,7,6203.3887
0,24,8,6153.175
0,24,9,6111.7842
0,24,10,6079.3966
0,24,11,6056.1565
0,24,12,6042.1695
0,24,13,6037.5
0,24,14,6042.1695
0,24,15,6056.1565
0,24,16,6079.3966
0,24,17,6111.7842
0,24,18,6153.175
0,24,19,6203.3887
0,24,20,6262.2131
0,24,21,6329.408
0,24,22,6404.7102
0,24,23,6487.8372
0,24,24,6578.4924
0,24,25,6676.3692
0,24,26,6781.155
0,24,27,6892.5345
0,24,28,7010.1935
0,24,29,7133.8213
0,24,30,7263.1131
0,24,31,7397.772
0,24,32,7537.5104
0,24,33,7682.0509
0,24,34,7831.1278
0,24,35,7984.4869
0,24,36,8141.8863
0,24,37,8303.0962
0,24,38,8467.8989
0,24,39,8636.0889
0,24,40,8807.472
0,24,41,8981.8654
0,24,42,9159.0973
0,24,43,9339.0059
0,24,44,9521.4396
0,25,0,7015.886
0,25,1,6914.6583
0,25,2,6820.2021
0,25,3,6732.8022
0,25,4,6652.7367
0,25,5,6580.2736
0,25,6,6515.6662
0,25,7,6459.1505
0,25,8,6410.9404
0,25,9,6371.2244
0,25,10,6340.1622
0,25,11,6317.8814
0,25,12,6304.4751
0,25,13,6300.0
0,25,14,6304.4751
0,25,15,6317.8814
0,25,16,6340.1622
0,25,17,6371.2244
0,25,18,6410.9404
0,25,19,6459.1505
0,25,20,6515.6662
0,25,21,6580.2736
0,25,22,6652.7367
0,25,23,6732.8022
0,25,24,6820.2021
0,25,25,6914.6583
0,25,26,7015.886
0,25,27,7123.5964
0,25,28,7237.5
0,25,29,7357.3093
0,25,30,7482.7406
0,25,31,7613.5159
0,25,32,7749.3649
0,25,33,7890.0253
0,25,34,8035.2446
0,25,35,8184.7801
0,25,36,8338.3995
0,25,37,8495.8814
0,25,38,8657.0149
0,25,39,8821.5999
0,25,40,8989.4469
0,25,41,9160.3766
0,25,42,9334.2196
0,25,43,9510.8162
0,25,44,9690.0158
0,26,0,7252.5211
0,26,1,7154.6423
0,26,2,7063.396
0,26,3,6979.0423
0,26,4,6901.834
0,26,5,6832.0133
0,26,6,6769.8089
0,26,7,6715.4323
0,26,8,6669.0751
