"nueva aurora", "recreo", "forestal", "chorrillos", "viña oriente","miraflores", "santa Inés", "plan", "achupallas", "gómez carreño", "reñaca alto","reñaca", "rezagados", "total comunal"
17499,27514,30405,7654,26316,27092,13539,41521,35056,19504,24990,14954,887,286931
